CustomerID,segment,recency_days,total_orders,total_revenue,avg_order_value,is_churned,churn_status
15188,Lost,725,1,310.43,13.496957,1,Churned
15189,Champions,1,46,17524.38,72.715270,0,Active
15190,Lost,434,1,834.44,20.861000,1,Churned
15191,Lost,463,3,588.05,16.801429,1,Churned
15192,"At Risk",119,5,1981.39,18.692358,0,Active
15193,Potential,60,1,499.32,26.280000,0,Active
15194,Champions,3,28,12427.69,25.259533,0,Active
15195,Potential,2,1,3861.00,3861.000000,0,Active
15196,Lost,432,2,316.25,7.354651,1,Churned
15197,Champions,10,6,1877.51,31.822203,0,Active
15198,"At Risk",92,5,571.35,18.430645,0,Active
15199,Loyal,59,10,3122.40,61.223529,0,Active
15200,Lost,494,1,549.05,18.301667,1,Churned
15201,Potential,87,7,1842.95,18.429500,0,Active
15202,Lost,420,3,6001.49,2000.496667,1,Churned
15203,Champions,25,15,4400.18,12.828513,0,Active
15204,Lost,357,1,316.58,35.175556,1,Churned
15205,Potential,85,2,653.24,17.655135,0,Active
15206,Loyal,10,4,420.30,46.700000,0,Active
15207,Lost,416,3,683.92,28.496667,1,Churned
15208,Champions,1,6,970.52,20.219167,0,Active
15209,Lost,730,1,178.98,13.767692,1,Churned
15210,Lost,225,3,1176.19,17.555075,1,Churned
15211,Potential,60,2,1277.48,17.033067,0,Active
15212,Lost,241,2,208.28,20.828000,1,Churned
15213,Lost,318,2,328.35,13.681250,1,Churned
15214,Champions,1,8,1661.44,15.104000,0,Active
15215,Loyal,46,7,2422.43,21.437434,0,Active
15216,Potential,87,2,486.09,20.253750,0,Active
15217,Lost,563,1,426.24,15.222857,1,Churned
15218,Champions,10,22,11516.57,28.719626,0,Active
15219,"At Risk",176,2,685.45,26.363462,1,Churned
15220,Loyal,51,6,1778.96,15.204786,0,Active
15221,Lost,366,4,2465.45,72.513235,1,Churned
15222,Lost,318,11,3550.91,25.731232,1,Churned
15223,Lost,225,5,1417.95,41.704412,1,Churned
15224,Lost,358,5,871.36,24.896000,1,Churned
15225,Lost,234,1,409.40,17.800000,1,Churned
15226,Lost,310,1,154.41,19.301250,1,Churned
15227,Loyal,36,9,2488.49,20.737417,0,Active
15228,Potential,66,6,5580.27,23.847308,0,Active
15229,Lost,586,1,160.50,17.833333,1,Churned
15230,Lost,239,2,429.60,18.678261,1,Churned
15231,Lost,621,1,250.26,17.875714,1,Churned
15232,"At Risk",113,2,612.06,19.743871,0,Active
15233,Lost,401,1,59.40,59.400000,1,Churned
15234,Lost,276,1,197.00,14.071429,1,Churned
15235,Lost,217,16,2937.81,15.710214,1,Churned
15236,Lost,298,1,321.05,21.403333,1,Churned
15237,Loyal,1,4,1412.32,14.265859,0,Active
15238,Loyal,29,3,1071.99,21.439800,0,Active
15239,Potential,10,2,780.59,15.930408,0,Active
15240,Loyal,44,12,4459.98,19.910625,0,Active
15241,Potential,66,11,3050.16,16.576957,0,Active
15242,Lost,422,1,302.04,75.510000,1,Churned
15243,Potential,74,2,927.28,15.201311,0,Active
15244,Potential,65,3,912.08,19.001667,0,Active
15245,"At Risk",134,8,4610.84,31.154324,1,Churned
15246,Lost,238,3,780.40,15.301961,1,Churned
15247,"At Risk",122,3,976.06,57.415294,1,Churned
15248,Lost,411,3,1893.93,17.867264,1,Churned
15249,Loyal,31,18,9266.00,18.458167,0,Active
15250,Lost,640,1,60.00,20.000000,1,Churned
15251,Champions,9,21,20324.54,88.367565,0,Active
15252,Loyal,36,5,2103.41,17.825508,0,Active
15253,Champions,16,8,2055.09,17.716293,0,Active
15254,"At Risk",127,3,1088.35,16.244030,1,Churned
15255,Potential,66,9,3729.42,19.732381,0,Active
15256,"At Risk",148,2,170.40,17.040000,1,Churned
15257,Lost,283,2,685.90,57.158333,1,Churned
15258,"At Risk",168,2,623.16,18.328235,1,Churned
15259,Lost,512,4,1182.38,20.743509,1,Churned
15260,"At Risk",100,25,9188.23,23.086005,0,Active
15261,"At Risk",135,4,1508.00,16.391304,1,Churned
15262,Lost,323,3,418.82,16.108462,1,Churned
15263,"At Risk",106,1,156.51,13.042500,0,Active
15264,Potential,64,2,848.40,15.425455,0,Active
15265,"At Risk",151,4,3345.64,17.334922,1,Churned
15266,Lost,338,5,852.21,18.938000,1,Churned
15267,Champions,22,5,1717.36,156.123636,0,Active
15268,Lost,478,3,961.90,43.722727,1,Churned
15269,Loyal,23,3,1225.36,35.010286,0,Active
15270,Champions,15,21,8524.86,50.743214,0,Active
15271,Champions,7,24,4709.54,7.547340,0,Active
15272,Loyal,57,6,2085.48,6.793094,0,Active
15273,Lost,599,1,228.96,228.960000,1,Churned
15274,Potential,4,2,716.57,15.246170,0,Active
15275,Potential,37,1,615.14,15.003415,0,Active
15276,Potential,66,4,649.53,3.418579,0,Active
15277,Potential,46,2,476.34,18.320769,0,Active
15278,Lost,561,4,496.16,17.108966,1,Churned
15279,Lost,354,5,1580.54,16.814255,1,Churned
15280,"At Risk",172,3,406.22,6.659344,1,Churned
15281,Loyal,58,16,8543.57,16.366992,0,Active
15282,Lost,570,1,348.59,12.910741,1,Churned
15283,Lost,390,3,148.33,16.481111,1,Churned
15284,Lost,500,1,24.75,24.750000,1,Churned
15285,Lost,407,1,94.92,15.820000,1,Churned
15286,Potential,49,1,240.55,80.183333,0,Active
15287,Champions,22,5,856.03,23.778611,0,Active
15288,Loyal,43,10,3883.13,21.453757,0,Active
15289,Champions,29,5,1593.09,16.423608,0,Active
15290,Champions,4,26,10496.28,35.946164,0,Active
15291,Champions,25,40,13846.56,56.286829,0,Active
15292,Lost,201,1,180.94,7.237600,1,Churned
15293,Lost,665,1,247.50,13.026316,1,Churned
15294,Lost,410,1,233.35,15.556667,1,Churned
15295,Lost,654,1,217.24,4.098868,1,Churned
15296,Loyal,50,12,10342.83,19.332393,0,Active
15297,Loyal,10,3,641.94,16.460000,0,Active
15298,Champions,2,23,9459.37,21.401290,0,Active
15299,Potential,67,10,7991.54,614.733846,0,Active
15300,Potential,64,1,496.44,17.730000,0,Active
15301,Loyal,50,17,7603.44,20.009053,0,Active
15302,Lost,730,1,308.00,20.533333,1,Churned
15303,Lost,290,3,1224.18,17.741739,1,Churned
15304,Loyal,60,9,919.55,31.708621,0,Active
15305,Lost,555,1,93.60,18.720000,1,Churned
15306,Potential,64,9,3484.73,21.510679,0,Active
15307,"At Risk",95,1,205.30,17.108333,0,Active
15308,Lost,274,1,310.47,16.340526,1,Churned
15309,Lost,610,4,797.96,14.777037,1,Churned
15310,Lost,478,1,1634.64,36.325333,1,Churned
15311,Champions,0,208,116771.16,26.335399,0,Active
15312,Potential,75,12,2930.19,17.976626,0,Active
15313,"At Risk",110,1,52.00,52.000000,0,Active
15314,Lost,199,3,820.45,16.409000,1,Churned
15315,Potential,64,2,570.50,15.418919,0,Active
15316,Lost,326,1,165.00,165.000000,1,Churned
15317,Lost,677,1,129.75,25.950000,1,Churned
15318,Potential,3,1,312.62,9.473333,0,Active
15319,Lost,283,1,204.50,12.781250,1,Churned
15320,Potential,44,1,267.13,7.420278,0,Active
15321,Potential,70,12,6709.73,21.714337,0,Active
15322,Potential,85,2,1390.86,16.757349,0,Active
15323,Lost,562,3,434.60,14.986207,1,Churned
15324,Lost,701,1,140.22,17.527500,1,Churned
15325,"At Risk",103,8,1602.01,7.120044,0,Active
15326,Lost,333,5,1700.52,13.182326,1,Churned
15327,Potential,52,1,208.75,20.875000,0,Active
15328,Lost,407,1,107.24,13.405000,1,Churned
15329,Loyal,39,11,2984.33,19.253742,0,Active
15330,Potential,32,2,714.96,54.996923,0,Active
15331,Lost,499,3,767.91,17.452500,1,Churned
15332,Lost,366,6,6553.74,34.675873,1,Churned
15333,Lost,208,1,1028.56,64.285000,1,Churned
15334,"At Risk",156,3,351.67,3.552222,1,Churned
15335,Potential,53,1,173.97,4.832500,0,Active
15336,Lost,401,1,240.50,16.033333,1,Churned
15337,Lost,411,1,373.02,17.762857,1,Churned
15338,Lost,677,1,283.43,4.723833,1,Churned
15339,Potential,66,7,1827.84,8.160000,0,Active
15340,Lost,561,1,105.50,15.071429,1,Churned
15341,Potential,80,2,2402.72,100.113333,0,Active
15342,"At Risk",129,1,406.09,16.920417,1,Churned
15343,Potential,87,1,364.50,17.357143,0,Active
15344,Loyal,0,3,563.94,21.690000,0,Active
15345,Potential,45,1,393.54,19.677000,0,Active
15346,Lost,332,3,596.12,16.111351,1,Churned
15347,Lost,366,4,1363.60,33.258537,1,Churned
15348,Potential,72,1,158.04,17.560000,0,Active
15349,"At Risk",158,2,473.81,6.580694,1,Churned
15350,Lost,373,2,663.25,18.950000,1,Churned
15351,Champions,12,10,3738.29,10.049167,0,Active
15352,Lost,548,1,114.95,3.106757,1,Churned
15353,Lost,254,7,3175.95,8.206589,1,Churned
15354,Lost,603,3,284.40,94.800000,1,Churned
15355,Potential,29,2,277.05,19.789286,0,Active
15356,Loyal,31,13,3464.95,4.589338,0,Active
15358,Champions,4,42,17050.41,15.088858,0,Active
15359,Lost,662,8,181.35,11.334375,1,Churned
15360,Potential,39,1,427.93,32.917692,0,Active
15361,Lost,361,4,689.07,68.907000,1,Churned
15362,Lost,448,2,613.08,15.327000,1,Churned
15363,Lost,372,2,1004.11,19.688431,1,Churned
15364,"At Risk",95,2,913.19,31.489310,0,Active
15365,Champions,25,13,4557.13,20.904266,0,Active
15366,Potential,75,7,2389.08,17.312174,0,Active
15367,Loyal,57,11,5081.33,18.212652,0,Active
15368,Potential,21,2,722.74,90.342500,0,Active
15369,Lost,492,11,6251.26,105.953559,1,Churned
15370,Loyal,40,8,3739.01,25.965347,0,Active
15371,Lost,662,1,59.40,59.400000,1,Churned
15372,"At Risk",137,8,6017.06,105.562456,1,Churned
15373,Champions,8,17,3421.39,17.021841,0,Active
15374,"At Risk",128,2,307.32,30.732000,1,Churned
15375,Lost,690,1,60.96,10.160000,1,Churned
15376,Loyal,40,3,1233.36,10.541538,0,Active
15377,Lost,382,4,1211.75,57.702381,1,Churned
15378,Lost,462,2,246.50,20.541667,1,Churned
15379,"At Risk",169,8,4877.84,18.546920,1,Churned
15380,Champions,8,11,3479.06,65.642642,0,Active
15381,Lost,213,5,1890.57,78.773750,1,Churned
15382,Champions,14,12,13733.55,21.730301,0,Active
15384,"At Risk",169,4,2027.79,17.184661,1,Churned
15385,Loyal,40,3,942.08,44.860952,0,Active
15386,Lost,186,1,394.14,12.714194,1,Churned
15387,Lost,492,1,468.65,23.432500,1,Churned
15388,Lost,270,1,140.54,14.054000,1,Churned
15389,"At Risk",172,5,2733.80,455.633333,1,Churned
15390,Lost,396,2,1216.66,15.800779,1,Churned
15391,Lost,584,1,289.87,24.155833,1,Churned
15392,Champions,4,7,2911.62,20.219583,0,Active
15393,Champions,16,5,891.34,20.257727,0,Active
15394,Champions,9,11,5286.80,23.289868,0,Active
15395,Lost,325,1,107.45,15.350000,1,Churned
15396,"At Risk",112,2,796.38,49.773750,0,Active
15397,Lost,289,1,94.00,15.666667,1,Churned
15398,Potential,16,2,1345.53,18.431918,0,Active
15399,Loyal,1,3,815.77,16.315400,0,Active
15400,"At Risk",92,8,1302.30,48.233333,0,Active
15401,Lost,452,2,216.95,15.496429,1,Churned
15402,"At Risk",148,6,1830.54,13.973588,1,Churned
15403,Lost,491,2,170.88,21.360000,1,Churned
15404,Lost,375,1,257.06,16.066250,1,Churned
15405,Lost,189,2,659.84,21.994667,1,Churned
15406,Loyal,31,4,975.87,7.998934,0,Active
15407,Loyal,33,4,1056.44,6.904837,0,Active
15408,Lost,264,1,267.18,7.858235,1,Churned
15409,Lost,721,1,131.25,14.583333,1,Churned
15410,Potential,84,10,4685.72,28.924198,0,Active
15411,Loyal,26,4,1358.88,13.726061,0,Active
15412,"At Risk",171,1,190.53,19.053000,1,Churned
15413,Lost,691,5,6798.72,271.948800,1,Churned
15414,Loyal,9,3,774.90,19.869231,0,Active
15415,Lost,313,1,572.81,11.933542,1,Churned
15416,Potential,64,7,4572.82,20.056228,0,Active
15417,Potential,85,1,508.80,18.171429,0,Active
15418,Lost,425,2,452.32,6.555362,1,Churned
15419,Potential,24,1,135.86,16.982500,0,Active
15420,Lost,434,6,743.00,13.267857,1,Churned
15421,Loyal,58,10,3805.34,12.042215,0,Active
15422,Lost,323,7,1619.97,13.499750,1,Churned
15423,Loyal,38,3,266.89,19.063571,0,Active
15424,Lost,254,3,597.78,18.114545,1,Churned
15425,Lost,400,4,1944.57,13.503958,1,Churned
15426,Champions,19,9,2615.39,4.897734,0,Active
15427,Loyal,33,3,1483.14,4.846863,0,Active
15428,Loyal,15,4,762.75,17.335227,0,Active
15429,Potential,26,2,397.35,4.845732,0,Active
15430,Lost,467,2,954.75,26.520833,1,Churned
15431,Lost,502,1,153.24,76.620000,1,Churned
15432,Potential,23,2,320.76,20.047500,0,Active
15433,Lost,213,2,533.30,13.007317,1,Churned
15434,Champions,8,11,2567.06,19.157164,0,Active
15435,Potential,22,1,149.29,5.147931,0,Active
15436,Loyal,12,3,1122.53,3.411945,0,Active
15437,Lost,262,2,393.45,6.902632,1,Churned
15438,"At Risk",131,1,156.58,6.263200,1,Churned
15439,Lost,404,4,1269.05,22.264035,1,Churned
15440,Loyal,54,3,383.68,6.188387,0,Active
15441,Lost,396,3,1254.21,22.003684,1,Churned
15442,Lost,248,1,594.00,297.000000,1,Churned
15443,Champions,1,14,5175.93,8.012276,0,Active
15444,Potential,9,2,1418.26,6.476073,0,Active
15445,Lost,264,2,284.50,20.321429,1,Churned
15446,Lost,376,3,406.95,3.569737,1,Churned
15447,Lost,330,5,492.88,16.995862,1,Churned
15448,Lost,312,2,788.81,16.098163,1,Churned
15449,Loyal,26,3,974.52,16.242000,0,Active
15450,Potential,30,1,429.84,14.328000,0,Active
15451,Lost,434,2,233.21,3.701746,1,Churned
15452,Champions,29,6,1799.11,8.906485,0,Active
15453,Champions,1,7,1388.37,4.854441,0,Active
15454,Lost,362,2,307.69,7.504634,1,Churned
15455,Lost,597,1,38.25,19.125000,1,Churned
15456,Lost,283,10,2119.27,9.214217,1,Churned
15457,Lost,262,1,237.07,4.087414,1,Churned
15458,Potential,25,2,370.44,28.495385,0,Active
15459,Lost,417,2,202.83,28.975714,1,Churned
15460,Lost,354,1,216.76,3.737241,1,Churned
15461,Lost,460,2,429.70,214.850000,1,Churned
15462,"At Risk",94,4,737.05,17.976829,0,Active
15463,Potential,29,1,126.14,18.020000,0,Active
15464,Lost,338,1,1048.85,6.680573,1,Churned
15465,Champions,19,32,12655.65,48.120342,0,Active
15466,Potential,85,4,1571.01,5.928340,0,Active
15467,Loyal,9,3,524.88,10.093846,0,Active
15468,Loyal,51,3,1430.48,17.881000,0,Active
15469,Loyal,50,3,874.25,20.331395,0,Active
15470,Lost,575,1,63.42,15.855000,1,Churned
15471,Loyal,2,3,1316.56,8.126914,0,Active
15472,"At Risk",113,1,371.56,4.888947,0,Active
15473,Champions,14,8,2046.00,146.142857,0,Active
15474,Lost,595,1,163.10,8.155000,1,Churned
15475,Potential,77,1,454.11,15.658966,0,Active
15476,Lost,380,4,2209.98,27.974430,1,Churned
15477,Lost,649,1,368.40,184.200000,1,Churned
15478,Loyal,40,3,2024.98,28.520845,0,Active
15479,Lost,733,1,147.40,16.377778,1,Churned
15480,"At Risk",116,5,6279.00,29.204651,0,Active
15481,Lost,401,1,1993.34,52.456316,1,Churned
15482,Champions,15,19,14592.56,97.936644,0,Active
15483,"At Risk",161,10,862.20,2.973103,1,Churned
15484,Champions,1,6,4656.00,19.319502,0,Active
15485,Champions,30,7,5771.51,35.847888,0,Active
15486,Lost,527,1,102.00,102.000000,1,Churned
15487,Lost,679,1,231.32,16.522857,1,Churned
15488,"At Risk",92,5,431.92,39.265455,0,Active
15489,Champions,22,8,2419.61,21.224649,0,Active
15490,Lost,430,1,217.60,7.771429,1,Churned
15491,"At Risk",95,6,3100.09,20.130455,0,Active
15492,Potential,28,2,659.46,18.841714,0,Active
15493,Loyal,32,9,4314.98,6.638431,0,Active
15494,Champions,21,5,3780.05,9.973747,0,Active
15495,Lost,379,1,246.50,12.325000,1,Churned
15496,Lost,631,1,146.14,6.642727,1,Churned
15497,Champions,17,9,8657.39,71.548678,0,Active
15498,Champions,2,44,26039.58,26.817281,0,Active
15499,Lost,723,1,161.60,3.847619,1,Churned
15500,Loyal,8,4,1131.56,16.640588,0,Active
15501,Lost,404,2,402.50,5.750000,1,Churned
15502,Champions,15,14,13993.47,38.763075,0,Active
15503,Lost,362,2,267.15,2.171951,1,Churned
15504,Potential,81,4,423.85,6.142754,0,Active
15505,Loyal,52,5,3610.96,37.226392,0,Active
15506,Champions,22,6,2040.03,7.338237,0,Active
15507,"At Risk",171,1,492.36,10.703478,1,Churned
15508,Lost,189,6,1000.27,10.872500,1,Churned
15509,Lost,380,1,166.51,5.741724,1,Churned
15510,Lost,330,1,250.00,250.000000,1,Churned
15511,Champions,11,5,909.23,5.682688,0,Active
15512,"At Risk",155,4,331.58,10.361875,1,Churned
15513,Loyal,33,35,27750.55,49.378203,0,Active
15514,Champions,12,18,6598.55,19.407500,0,Active
15515,Lost,387,1,171.81,24.544286,1,Churned
15516,Loyal,44,3,62.43,4.162000,0,Active
15517,Lost,233,1,267.03,9.890000,1,Churned
15518,Potential,64,15,4218.94,9.272396,0,Active
15519,Lost,383,2,344.61,9.313784,1,Churned
15520,Potential,1,1,343.50,19.083333,0,Active
15521,Loyal,40,16,7106.69,17.547383,0,Active
15522,Potential,32,2,398.84,6.997193,0,Active
15523,Potential,84,16,17359.99,81.121449,0,Active
15524,Potential,24,2,591.40,65.711111,0,Active
15525,Loyal,2,4,1295.70,5.002703,0,Active
15526,Potential,33,2,148.44,37.110000,0,Active
15527,Champions,18,23,5575.64,16.844834,0,Active
15528,Lost,254,1,229.33,8.820385,1,Churned
15529,Champions,22,12,5111.95,6.311049,0,Active
15530,Champions,21,5,1813.72,12.683357,0,Active
15531,Potential,8,2,2007.44,8.804561,0,Active
15532,Champions,25,10,3771.90,6.015789,0,Active
15533,Loyal,19,3,807.57,9.729759,0,Active
15534,Lost,725,1,162.25,20.281250,1,Churned
15535,"At Risk",173,6,1087.82,8.118060,1,Churned
15536,Lost,409,1,259.09,16.193125,1,Churned
15537,"At Risk",163,1,110.92,4.621667,1,Churned
15538,Lost,537,6,3358.40,239.885714,1,Churned
15539,Potential,7,1,538.46,13.133171,0,Active
15540,Potential,11,2,460.68,14.860645,0,Active
15541,"At Risk",114,1,85.13,2.935517,0,Active
15542,Lost,512,3,918.45,3.644643,1,Churned
15543,Lost,288,2,242.84,4.186897,1,Churned
15544,Champions,9,20,8162.43,14.654273,0,Active
15545,Potential,54,2,428.05,3.821875,0,Active
15546,Lost,606,2,1079.10,89.925000,1,Churned
15547,Champions,7,26,10154.39,7.477459,0,Active
15548,Lost,595,1,158.09,6.873478,1,Churned
15549,Potential,77,8,2345.96,14.481235,0,Active
15550,Champions,4,12,2218.80,9.245000,0,Active
15551,Loyal,36,7,1710.08,11.325033,0,Active
15552,Lost,217,2,252.52,8.417333,1,Churned
15553,Potential,60,1,437.23,7.807679,0,Active
15554,Lost,277,1,217.20,15.514286,1,Churned
15555,Champions,12,36,12112.35,7.205443,0,Active
15556,Potential,24,1,279.77,9.024839,0,Active
15557,Potential,28,1,473.65,23.682500,0,Active
15558,Lost,639,1,214.13,8.565200,1,Churned
15559,Lost,568,1,1109.40,17.893548,1,Churned
15560,Lost,397,2,153.52,15.352000,1,Churned
15561,Champions,11,8,1934.39,21.025978,0,Active
15562,Lost,351,3,673.38,19.805294,1,Churned
15563,Champions,22,7,2867.00,11.069498,0,Active
15564,Lost,463,2,70.74,17.685000,1,Churned
15565,Potential,50,2,173.16,21.645000,0,Active
15566,Lost,392,2,227.87,18.989167,1,Churned
15567,Potential,18,1,186.01,26.572857,0,Active
15568,Loyal,2,3,758.29,14.307358,0,Active
15569,"At Risk",103,10,3586.35,25.255986,0,Active
15570,Champions,7,25,9311.04,11.846107,0,Active
15571,Champions,11,14,4051.63,6.380520,0,Active
15572,Champions,4,10,4068.67,11.428848,0,Active
15573,Loyal,31,5,1207.18,5.487182,0,Active
15574,"At Risk",177,6,1518.70,4.071582,1,Churned
15575,Lost,619,1,30.10,10.033333,1,Churned
15576,Potential,37,1,940.67,20.903778,0,Active
15577,"At Risk",151,5,397.98,6.633000,1,Churned
15578,"At Risk",162,1,127.10,9.776923,1,Churned
15579,Potential,68,5,1302.50,7.616959,0,Active
15580,Lost,376,8,1381.19,6.031397,1,Churned
15581,"At Risk",120,38,7794.59,10.871116,0,Active
15582,Loyal,24,3,682.91,15.520682,0,Active
15583,Lost,376,1,107.86,2.344783,1,Churned
15584,Champions,23,6,1277.50,5.703125,0,Active
15585,"At Risk",176,1,455.30,14.687097,1,Churned
15586,Lost,592,3,1139.10,29.976316,1,Churned
15587,Loyal,50,7,1522.08,108.720000,0,Active
15588,Lost,677,1,579.60,144.900000,1,Churned
15589,Lost,255,3,478.53,16.501034,1,Churned
15590,Lost,382,5,1496.60,17.202299,1,Churned
15591,Lost,582,3,217.90,31.128571,1,Churned
15592,Potential,46,1,388.58,16.190833,0,Active
15593,Potential,70,1,199.80,39.960000,0,Active
15594,Champions,15,5,1771.78,17.201748,0,Active
15595,Lost,487,1,357.60,89.400000,1,Churned
15596,"At Risk",100,9,3130.04,17.784318,0,Active
15597,Potential,35,2,563.37,15.226216,0,Active
15598,Potential,53,2,548.02,15.222778,0,Active
15599,Loyal,26,3,1250.06,15.060964,0,Active
15600,Lost,428,4,1199.31,16.891690,1,Churned
15601,Champions,11,30,14960.12,17.156101,0,Active
15602,Champions,8,16,3230.51,25.238359,0,Active
15603,Potential,78,2,88.48,22.120000,0,Active
15604,Potential,52,1,216.39,12.728824,0,Active
15605,Loyal,36,9,1936.80,17.448649,0,Active
15606,Potential,61,17,5230.99,36.075793,0,Active
15607,Lost,336,9,1708.97,15.678624,1,Churned
15608,Champions,28,5,1785.98,17.009333,0,Active
15609,Lost,184,1,298.48,18.655000,1,Churned
15610,Potential,51,1,112.46,18.743333,0,Active
15611,Champions,9,26,2997.28,31.885957,0,Active
15612,Potential,36,2,195.15,32.525000,0,Active
15613,Lost,610,1,433.72,16.063704,1,Churned
15614,Lost,437,4,3147.36,38.856296,1,Churned
15615,Champions,10,47,21373.97,23.722497,0,Active
15616,Lost,438,1,317.11,24.393077,1,Churned
15617,Lost,396,3,828.55,19.727381,1,Churned
15618,Loyal,32,4,776.85,17.655682,0,Active
15619,Potential,10,1,336.40,112.133333,0,Active
15620,Loyal,56,4,1942.36,15.057054,0,Active
15621,Loyal,4,4,1293.03,80.814375,0,Active
15622,Loyal,43,17,7852.61,18.433357,0,Active
15623,"At Risk",141,8,2437.05,22.565278,1,Churned
15624,"At Risk",116,4,588.13,17.297941,0,Active
15625,"At Risk",103,9,3236.40,18.926316,0,Active
15626,Potential,74,3,1067.52,13.344000,0,Active
15627,Lost,457,2,566.90,23.620833,1,Churned
15628,Champions,4,17,5652.26,17.774403,0,Active
15629,Lost,450,4,2240.90,29.102597,1,Churned
15630,Loyal,45,3,1481.40,18.517500,0,Active
15631,Lost,642,1,596.67,15.299231,1,Churned
15632,Champions,15,8,3285.31,19.672515,0,Active
15633,Lost,509,13,4352.46,24.590169,1,Churned
15634,Potential,17,2,554.65,16.313235,0,Active
15635,Lost,395,1,100.35,50.175000,1,Churned
15636,Potential,89,4,1444.58,25.343509,0,Active
15637,Loyal,52,5,797.59,19.453415,0,Active
15638,Lost,378,6,2265.20,90.608000,1,Churned
15639,"At Risk",134,3,1065.08,15.435942,1,Churned
15640,Champions,4,29,23957.58,31.317098,0,Active
15641,"At Risk",105,12,5345.55,17.188264,0,Active
15642,Lost,729,1,105.78,17.630000,1,Churned
15643,Lost,191,3,664.00,20.121212,1,Churned
15644,"At Risk",166,4,813.00,3.415966,1,Churned
15645,Loyal,18,3,1055.17,15.517206,0,Active
15646,"At Risk",157,5,974.61,11.466000,1,Churned
15647,Lost,415,1,169.00,15.363636,1,Churned
15648,Lost,204,2,657.35,26.294000,1,Churned
15649,Lost,336,4,2170.35,180.862500,1,Churned
15650,Lost,521,2,553.88,15.385556,1,Churned
15651,Loyal,36,5,1259.06,20.984333,0,Active
15652,"At Risk",91,5,1420.34,13.657115,0,Active
15653,"At Risk",92,2,877.44,146.240000,0,Active
15654,Potential,9,2,922.53,43.930000,0,Active
15655,Lost,243,1,560.67,16.490294,1,Churned
15656,Loyal,45,4,748.50,15.925532,0,Active
15657,Potential,22,1,30.00,30.000000,0,Active
15658,Lost,190,8,2423.47,20.891983,1,Churned
15659,Loyal,43,3,532.49,25.356667,0,Active
15660,Champions,25,15,2812.99,17.471988,0,Active
15661,Lost,317,8,1215.95,27.635227,1,Churned
15662,Lost,661,2,283.73,23.644167,1,Churned
15663,"At Risk",106,1,138.14,15.348889,0,Active
15664,Loyal,50,4,1254.03,17.914714,0,Active
15665,"At Risk",168,5,4015.12,13.941389,1,Churned
15666,Lost,472,2,632.94,9.446866,1,Churned
15667,Potential,39,1,301.32,23.178462,0,Active
15668,Lost,217,1,76.32,76.320000,1,Churned
15669,Loyal,40,4,684.34,20.737576,0,Active
15670,Lost,296,2,325.20,17.115789,1,Churned
15671,Champions,18,7,2657.13,34.065769,0,Active
15672,Lost,725,1,45.30,15.100000,1,Churned
15673,Potential,88,9,6414.79,22.351185,0,Active
15674,Potential,73,13,6948.23,19.795527,0,Active
15675,Potential,81,4,542.04,15.486857,0,Active
15676,Loyal,18,3,3435.76,17.008713,0,Active
15677,Loyal,49,3,1305.63,18.133750,0,Active
15678,Loyal,52,3,1893.89,19.524639,0,Active
15679,Loyal,24,4,781.28,7.102545,0,Active
15680,Champions,9,10,4507.58,16.945789,0,Active
15681,Champions,25,14,2989.70,33.973864,0,Active
15682,Lost,599,2,318.24,12.729600,1,Churned
15683,"At Risk",117,2,524.54,20.174615,0,Active
15684,Lost,547,3,173.95,15.813636,1,Churned
15685,Lost,450,1,55.98,3.292941,1,Churned
15686,Lost,420,1,90.00,90.000000,1,Churned
15687,Champions,8,9,2993.10,18.030723,0,Active
15688,Lost,418,1,190.57,7.058148,1,Churned
15689,"At Risk",119,3,521.03,21.709583,0,Active
15690,Potential,4,2,239.76,12.618947,0,Active
15691,Lost,252,4,571.30,40.807143,1,Churned
15692,Potential,28,1,191.04,15.920000,0,Active
15693,Lost,659,1,37.50,37.500000,1,Churned
15694,Champions,0,24,10810.81,69.747161,0,Active
15695,Lost,266,4,1131.04,19.170169,1,Churned
15696,Loyal,33,13,3906.57,17.440045,0,Active
15697,Lost,689,1,246.75,17.625000,1,Churned
15698,Lost,624,1,46.20,23.100000,1,Churned
15699,Potential,17,1,309.65,17.202778,0,Active
15700,"At Risk",172,2,696.68,8.100930,1,Churned
15701,Loyal,2,4,1542.14,6.506920,0,Active
15702,Lost,476,2,140.39,4.679667,1,Churned
15703,Lost,264,1,211.50,42.300000,1,Churned
15704,"At Risk",140,6,3817.96,18.444251,1,Churned
15705,Lost,201,1,143.10,23.850000,1,Churned
15706,Potential,63,4,1060.56,19.282909,0,Active
15707,Loyal,35,4,945.58,4.418598,0,Active
15708,Loyal,40,9,4378.72,11.085367,0,Active
15709,Lost,283,2,327.85,12.142593,1,Churned
15710,Lost,417,1,898.87,8.171545,1,Churned
15711,Lost,556,2,420.25,16.810000,1,Churned
15712,Champions,9,12,3472.41,20.918133,0,Active
15713,"At Risk",143,4,1010.79,16.570328,1,Churned
15714,Champions,11,5,784.81,16.016531,0,Active
15715,Lost,555,5,658.02,17.316316,1,Churned
15716,"At Risk",145,11,3056.81,9.376718,1,Churned
15717,Lost,234,5,607.00,25.291667,1,Churned
15718,Lost,540,1,293.79,16.321667,1,Churned
15719,Loyal,32,31,10223.06,5.743292,0,Active
