CustomerID,recency,frequency,monetary,r_score,f_score,m_score,total_clv,churn_status,avg_days_between_purchases,lifespan_days,churn_event
15003,473,7,1055.70,5,2,3,1055.70,"High Risk",0.5989,209,1
15004,147,1,1246.32,3,5,2,1246.32,"Medium Risk",0.0000,0,1
15005,15,76,13763.27,1,1,1,13763.27,Active,0.2839,723,1
15006,51,2,825.14,2,4,3,825.14,"Low Risk",1.9515,402,1
15007,159,1,156.91,3,5,5,156.91,"Medium Risk",0.0000,0,1
15008,480,2,360.00,5,4,4,360.00,"High Risk",14.2727,157,1
15009,12,3,1261.78,1,3,2,1261.78,Active,0.0718,13,1
15010,35,1,308.94,2,5,4,308.94,"Low Risk",0.0000,0,1
15011,395,2,416.60,4,4,4,416.60,"High Risk",1.1053,21,1
15012,53,3,860.62,2,3,3,860.62,"Low Risk",2.0591,523,1
15013,487,10,1641.30,5,2,2,1641.30,"High Risk",0.5367,190,1
15014,43,2,260.17,2,4,4,260.17,"Low Risk",3.9118,133,1
15015,501,20,2275.82,5,1,2,2275.82,"High Risk",0.7296,224,1
15016,172,6,622.30,3,2,3,622.30,"Medium Risk",3.4037,371,1
15017,33,1,125.58,2,5,5,125.58,"Low Risk",0.0000,0,1
15018,38,4,567.51,2,3,4,567.51,"Low Risk",9.1389,329,1
15019,266,1,266.00,4,4,4,266.00,"High Risk",0.0000,0,1
15020,379,1,203.42,4,4,5,203.42,"High Risk",0.0000,0,1
15021,8,17,2689.59,1,1,2,2689.59,Active,0.6722,490,1
15022,11,5,1186.09,1,2,2,1186.09,Active,4.3529,666,1
15023,3,23,12092.19,1,1,1,12092.19,Active,0.6585,671,1
15024,9,16,4075.51,1,1,1,4075.51,Active,1.1216,415,1
15025,33,2,1013.09,2,4,3,1013.09,"Low Risk",3.6897,535,1
15026,80,5,1061.61,3,3,3,1061.61,"Low Risk",2.6475,368,1
15027,30,13,2974.04,2,1,1,2974.04,"Low Risk",6.3871,594,1
15028,8,6,1157.71,1,2,3,1157.71,Active,3.2712,386,1
15029,618,2,362.15,5,4,4,362.15,"High Risk",0.1000,1,1
15030,71,9,1964.66,3,2,2,1964.66,"Low Risk",16.8824,574,1
15031,4,16,2857.37,1,1,2,2857.37,Active,1.6411,727,1
15032,256,10,13285.65,4,2,1,13285.65,"High Risk",3.7244,473,1
15033,4,11,2571.02,1,1,2,2571.02,Active,0.6348,325,1
15034,15,17,8282.45,1,1,1,8282.45,Active,0.7308,562,1
15035,89,1,252.73,3,5,5,252.73,"Low Risk",0.0000,0,1
15036,72,3,465.55,3,3,4,465.55,"Low Risk",0.8492,107,1
15037,376,2,402.51,4,4,4,402.51,"High Risk",0.0000,0,1
15038,43,10,1269.96,2,1,2,1269.96,"Low Risk",1.3357,382,1
15039,9,107,39742.99,1,1,1,39742.99,Active,0.2563,720,1
15040,541,1,7.49,5,5,5,7.49,"High Risk",NULL,0,1
15041,170,2,294.02,3,4,4,294.02,"Medium Risk",2.5849,274,1
15042,199,2,315.45,4,4,4,315.45,"High Risk",49.5000,396,1
15043,31,6,2873.80,2,2,1,2873.80,"Low Risk",9.8431,502,1
15044,19,47,15841.53,2,1,1,15841.53,Active,0.7554,704,1
15045,151,3,633.66,3,3,3,633.66,"Medium Risk",8.8333,106,1
15046,9,28,7583.38,1,1,1,7583.38,Active,1.6748,685,1
15047,269,1,343.62,4,4,4,343.62,"High Risk",0.0000,0,1
15048,65,5,479.27,3,3,4,479.27,"Low Risk",2.5250,303,1
15049,273,1,121.17,4,4,5,121.17,"High Risk",0.0000,0,1
15050,25,7,4138.87,2,2,1,4138.87,Active,2.8981,455,1
15051,23,10,3920.16,2,1,1,3920.16,Active,2.4655,715,1
15052,319,1,215.78,4,4,5,215.78,"High Risk",0.0000,0,1
15053,4,3,697.79,1,3,3,697.79,Active,3.9571,277,1
15054,12,2,302.10,1,4,4,302.10,Active,0.2478,28,1
15055,474,3,560.07,5,3,4,560.07,"High Risk",2.9643,249,1
15056,520,1,133.45,5,5,5,133.45,"High Risk",0.0000,0,1
15057,275,6,3184.56,4,2,1,3184.56,"High Risk",6.5571,459,1
15058,25,17,3377.18,2,1,1,3377.18,Active,1.7591,628,1
15059,40,27,3427.62,2,1,1,3427.62,"Low Risk",1.1512,693,1
15060,8,4,303.09,1,3,4,303.09,Active,0.0083,1,1
15061,3,138,136391.48,1,1,1,136391.48,Active,0.7372,735,1
15062,71,8,2585.62,3,2,2,2585.62,"Low Risk",3.4114,539,1
15063,213,1,370.80,4,5,4,370.80,"High Risk",0.0000,0,1
15064,410,4,1254.41,4,3,2,1254.41,"High Risk",3.8375,307,1
15065,37,7,3304.71,2,2,1,3304.71,"Low Risk",2.2202,373,1
15066,31,2,760.59,2,4,3,760.59,"Low Risk",0.4231,22,1
15067,78,6,3865.13,3,2,1,3865.13,"Low Risk",2.9719,529,1
15068,46,4,1176.85,2,3,3,1176.85,"Low Risk",2.6136,575,1
15069,179,1,1109.53,3,5,3,1109.53,"Medium Risk",0.0000,0,1
15070,372,3,843.25,4,3,3,843.25,"High Risk",10.6667,352,1
15071,93,4,1455.56,3,3,2,1455.56,"Medium Risk",9.0000,477,1
15072,479,1,187.52,5,5,5,187.52,"High Risk",0.0000,0,1
15073,9,9,2357.04,1,2,2,2357.04,Active,3.7333,672,1
15074,105,3,1566.33,3,3,2,1566.33,"Medium Risk",5.0278,362,1
15075,77,1,773.03,3,5,3,773.03,"Low Risk",0.0000,0,1
15076,172,5,1425.84,3,3,2,1425.84,"Medium Risk",4.3210,350,1
15077,456,4,2423.88,5,3,2,2423.88,"High Risk",8.3030,274,1
15078,7,64,17576.52,1,1,1,17576.52,Active,0.8977,728,1
15079,212,17,3686.75,4,1,1,3686.75,"High Risk",3.3922,519,1
15080,427,2,546.25,5,4,4,546.25,"High Risk",2.4667,74,1
15081,22,13,1948.27,2,1,2,1948.27,Active,4.6636,513,1
15082,668,1,93.35,5,5,5,93.35,"High Risk",0.0000,0,1
15083,256,1,88.20,4,4,5,88.20,"High Risk",0.0000,0,1
15084,379,2,965.20,4,4,3,965.20,"High Risk",8.8667,266,1
15085,729,1,347.54,5,5,4,347.54,"High Risk",0.0000,0,1
15086,564,2,218.53,5,4,5,218.53,"High Risk",6.1000,61,1
15087,281,1,306.94,4,4,4,306.94,"High Risk",0.0000,0,1
15088,21,3,1140.27,2,3,3,1140.27,Active,0.7797,46,1
15089,10,6,2420.84,1,2,2,2420.84,Active,0.8194,118,1
15090,308,1,381.32,4,4,4,381.32,"High Risk",0.0000,0,1
15091,53,6,1023.11,2,2,3,1023.11,"Low Risk",11.6102,685,1
15092,215,4,773.16,4,3,3,773.16,"High Risk",5.4889,247,1
15093,18,34,13657.88,2,1,1,13657.88,Active,2.0667,713,1
15094,463,2,83.00,5,4,5,83.00,"High Risk",45.2500,181,1
15095,103,11,3135.74,3,1,1,3135.74,"Medium Risk",4.6720,584,1
15096,42,1,219.39,2,5,5,219.39,"Low Risk",0.0000,0,1
15097,4,5,587.05,1,2,3,587.05,Active,8.6418,579,1
15098,182,5,649.50,3,3,3,649.50,"High Risk",0.0000,0,1
15099,84,1,410.48,3,5,4,410.48,"Low Risk",0.0000,0,1
15100,330,14,2319.50,4,1,2,2319.50,"High Risk",14.8400,371,1
15101,8,11,1303.49,1,1,2,1303.49,Active,9.2381,582,1
15102,530,2,554.67,5,4,4,554.67,"High Risk",0.6154,16,1
15103,31,2,703.36,2,4,3,703.36,"Low Risk",1.6176,55,1
15104,166,3,1002.54,3,3,3,1002.54,"Medium Risk",1.6571,116,1
15105,18,9,3094.91,2,2,1,3094.91,Active,4.0533,608,1
15106,17,7,1407.73,1,2,2,1407.73,Active,2.4950,252,1
15107,311,12,856.26,4,1,3,856.26,"High Risk",2.6923,140,1
15108,141,5,1291.75,3,3,2,1291.75,"Medium Risk",1.4333,86,1
15109,240,4,961.90,4,3,3,961.90,"High Risk",9.9000,495,1
15110,23,9,1480.00,2,2,2,1480.00,Active,8.1053,462,1
15111,29,5,2730.87,2,2,2,2730.87,Active,3.7533,563,1
15112,611,1,209.40,5,5,5,209.40,"High Risk",0.0000,0,1
15113,9,4,3439.41,1,3,1,3439.41,Active,0.4500,45,1
15114,30,12,3400.12,2,1,1,3400.12,"Low Risk",1.7000,391,1
15115,18,3,528.10,2,3,4,528.10,Active,20.4000,714,1
15116,17,4,1352.75,1,3,2,1352.75,Active,4.2500,187,1
15117,14,9,2484.32,1,2,2,2484.32,Active,4.7328,620,1
15118,134,1,244.80,3,5,5,244.80,"Medium Risk",NULL,0,1
15119,245,1,266.40,4,4,4,266.40,"High Risk",0.0000,0,1
15120,129,2,343.82,3,4,4,343.82,"Medium Risk",0.1905,4,1
15121,50,2,457.72,2,4,4,457.72,"Low Risk",8.8148,238,1
15122,85,16,4461.42,3,1,1,4461.42,"Low Risk",2.2723,534,1
15123,7,5,4656.17,1,2,1,4656.17,Active,3.4396,626,1
15124,22,4,450.82,2,3,4,450.82,Active,20.9667,629,1
15125,25,36,16124.33,2,1,1,16124.33,Active,2.2808,593,1
15126,536,2,449.49,5,4,4,449.49,"High Risk",6.2917,151,1
15127,65,2,711.50,3,4,3,711.50,"Low Risk",16.8148,454,1
15128,60,9,1732.22,3,2,2,1732.22,"Low Risk",2.8244,370,1
15129,50,23,6860.18,2,1,1,6860.18,"Low Risk",2.7184,560,1
15130,169,1,330.11,3,5,4,330.11,"Medium Risk",0.0000,0,1
15131,394,1,80.28,4,4,5,80.28,"High Risk",0.0000,0,1
15132,18,5,977.93,2,2,3,977.93,Active,4.7843,244,1
15133,127,5,1806.90,3,3,2,1806.90,"Medium Risk",8.1875,393,1
15134,14,10,1596.29,1,1,2,1596.29,Active,4.8571,408,1
15135,233,3,293.78,4,4,4,293.78,"High Risk",16.1500,323,1
15136,2,5,1282.45,1,2,2,1282.45,Active,1.3824,94,1
15137,520,5,747.55,5,2,3,747.55,"High Risk",5.4103,211,1
15138,385,2,486.59,4,4,4,486.59,"High Risk",0.2500,8,1
15139,239,2,178.96,4,4,5,178.96,"High Risk",8.0833,97,1
15140,52,9,3239.44,2,2,1,3239.44,"Low Risk",3.4821,390,1
15141,457,9,1378.31,5,2,2,1378.31,"High Risk",2.0000,164,1
15142,46,7,2608.97,2,2,2,2608.97,"Low Risk",3.1972,454,1
15143,225,2,563.63,4,4,4,563.63,"High Risk",6.9000,207,1
15144,8,33,12006.51,1,1,1,12006.51,Active,2.0398,718,1
15145,4,4,1194.73,1,3,2,1194.73,Active,3.6970,244,1
15146,164,3,1313.66,3,3,2,1313.66,"Medium Risk",1.3511,127,1
15147,218,2,608.65,4,4,3,608.65,"High Risk",0.7857,22,1
15148,10,1,301.29,1,5,4,301.29,Active,0.0000,0,1
15149,133,5,1554.61,3,3,2,1554.61,"Medium Risk",7.5882,516,1
15150,17,14,8990.58,1,1,1,8990.58,Active,0.9148,526,1
15151,423,2,2085.61,5,4,2,2085.61,"High Risk",1.5357,86,1
15152,9,18,5197.97,1,1,1,5197.97,Active,2.2541,692,1
15153,31,1,329.25,2,5,4,329.25,"Low Risk",0.0000,0,1
15154,74,4,1332.26,3,3,2,1332.26,"Low Risk",2.0825,404,1
15155,383,1,383.97,4,4,4,383.97,"High Risk",0.0000,0,1
15156,1,3,961.49,1,3,3,961.49,Active,0.5926,32,1
15157,3,7,2587.54,1,2,2,2587.54,Active,4.5660,726,1
15158,45,3,437.66,2,3,4,437.66,"Low Risk",29.6667,356,1
15159,1,38,22049.40,1,1,1,22049.40,Active,0.5250,430,1
15160,357,4,589.27,4,3,3,589.27,"High Risk",2.9091,64,1
15161,388,1,119.92,4,4,5,119.92,"High Risk",0.0000,0,1
15162,728,2,241.50,5,4,5,241.50,"High Risk",0.2000,3,1
15163,18,2,304.47,2,4,4,304.47,Active,6.2143,174,1
15164,68,10,2052.02,3,2,2,2052.02,"Low Risk",1.7182,622,1
15165,373,1,975.50,4,4,3,975.50,"High Risk",0.0000,0,1
15166,467,1,167.16,5,5,5,167.16,"High Risk",0.0000,0,1
15167,320,5,1659.67,4,2,2,1659.67,"High Risk",1.1314,353,1
15168,25,1,106.56,2,5,5,106.56,Active,0.0000,0,1
15169,382,2,569.22,4,4,4,569.22,"High Risk",5.9310,344,1
15170,406,1,81.15,4,5,5,81.15,"High Risk",0.0000,0,1
15171,324,2,1034.50,4,4,3,1034.50,"High Risk",1.1667,7,1
15172,8,5,1624.05,1,2,2,1624.05,Active,2.0917,228,1
15173,380,8,1399.26,4,2,2,1399.26,"High Risk",2.7241,237,1
15174,322,2,481.46,4,4,4,481.46,"High Risk",2.6667,88,1
15175,71,1,224.14,3,5,5,224.14,"Low Risk",0.0000,0,1
15176,596,2,985.09,5,4,3,985.09,"High Risk",1.3654,71,1
15177,425,1,948.93,5,5,3,948.93,"High Risk",0.0000,0,1
15178,260,1,40.50,4,4,5,40.50,"High Risk",0.0000,0,1
15179,18,17,7426.82,2,1,1,7426.82,Active,2.2368,718,1
15180,367,3,904.43,4,3,3,904.43,"High Risk",3.8947,222,1
15181,66,8,948.45,3,2,3,948.45,"Low Risk",28.9130,665,1
15182,154,14,2942.75,3,1,1,2942.75,"Medium Risk",4.1339,525,1
15183,547,4,637.03,5,3,3,637.03,"High Risk",0.9737,37,1
15184,29,4,689.95,2,3,3,689.95,Active,8.2619,694,1
15185,70,1,310.62,3,5,4,310.62,"Low Risk",0.0000,0,1
15186,14,5,1403.20,1,2,2,1403.20,Active,13.3725,682,1
15187,1,18,4670.08,1,1,1,4670.08,Active,2.2935,211,1
15188,725,1,310.43,5,5,4,310.43,"High Risk",0.0000,0,1
15189,1,58,17101.13,1,1,1,17101.13,Active,1.9538,508,1
15190,434,1,834.44,5,5,3,834.44,"High Risk",0.0000,0,1
15191,463,3,588.05,5,3,3,588.05,"High Risk",6.6176,225,1
15192,119,5,1981.39,3,3,2,1981.39,"Medium Risk",5.3333,560,1
15193,60,1,499.32,3,5,4,499.32,"Low Risk",0.0000,0,1
15194,3,39,12187.68,1,1,1,12187.68,Active,1.4151,733,1
15195,2,1,3861.00,1,5,1,3861.00,Active,NULL,0,1
15196,432,2,316.25,5,4,4,316.25,"High Risk",7.0000,294,1
15197,8,10,1427.84,1,1,2,1427.84,Active,11.0769,720,1
15198,92,6,559.45,3,2,4,559.45,"Medium Risk",19.2581,597,1
15199,59,10,3122.40,3,1,1,3122.40,"Low Risk",10.3200,516,1
15200,494,1,549.05,5,5,4,549.05,"High Risk",0.0000,0,1
15201,78,14,1525.90,3,1,2,1525.90,"Low Risk",4.1000,533,1
15202,420,8,-2570.18,5,2,5,-2570.18,"High Risk",0.2857,2,1
15203,25,15,4400.18,2,1,1,4400.18,Active,2.0643,706,1
15204,357,1,316.58,4,4,4,316.58,"High Risk",0.0000,0,1
15205,85,3,648.83,3,3,3,648.83,"Low Risk",1.1351,42,1
15206,10,4,420.30,1,3,4,420.30,Active,33.1250,265,1
15207,409,5,653.77,4,2,3,653.77,"High Risk",5.3077,138,1
15208,1,7,968.02,1,2,3,968.02,Active,8.7917,422,1
15209,730,1,178.98,5,5,5,178.98,"High Risk",0.0000,0,1
15210,225,3,1176.19,4,4,3,1176.19,"High Risk",5.3030,350,1
15211,60,2,1277.48,3,4,2,1277.48,"Low Risk",4.1216,305,1
15212,239,3,195.43,4,4,5,195.43,"High Risk",12.4545,137,1
15213,318,3,325.05,4,3,4,325.05,"High Risk",0.4583,11,1
15214,1,8,1661.44,1,2,2,1661.44,Active,2.2110,241,1
15215,44,11,1496.46,2,1,2,1496.46,"Low Risk",3.5949,568,1
15216,87,2,486.09,3,4,4,486.09,"Low Risk",23.0870,531,1
15217,563,1,426.24,5,5,4,426.24,"High Risk",0.0000,0,1
15218,10,25,11456.00,1,1,1,11456.00,Active,1.6430,672,1
15219,176,2,685.45,3,4,3,685.45,"Medium Risk",18.8800,472,1
15220,51,7,1758.92,2,2,2,1758.92,"Low Risk",1.9407,229,1
15221,366,7,1816.10,4,2,2,1816.10,"High Risk",5.5306,271,1
15222,318,17,3415.66,4,1,1,3415.66,"High Risk",2.5962,405,1
15223,225,6,1117.10,4,2,3,1117.10,"High Risk",11.3111,509,1
15224,358,8,837.26,4,2,3,837.26,"High Risk",8.5897,335,1
15225,234,1,409.40,4,5,4,409.40,"High Risk",0.0000,0,1
15226,310,1,154.41,4,4,5,154.41,"High Risk",0.0000,0,1
15227,36,9,2488.49,2,2,2,2488.49,"Low Risk",5.0168,597,1
15228,66,7,5570.52,3,2,1,5570.52,"Low Risk",1.8504,433,1
15229,586,1,160.50,5,5,5,160.50,"High Risk",0.0000,0,1
15230,239,2,429.60,4,4,4,429.60,"High Risk",0.0455,1,1
15231,596,2,228.36,5,4,5,228.36,"High Risk",1.5625,25,1
15232,113,2,612.06,3,4,3,612.06,"Medium Risk",0.9000,27,1
15233,401,1,59.40,4,5,5,59.40,"High Risk",NULL,0,1
15234,276,1,197.00,4,4,5,197.00,"High Risk",0.0000,0,1
15235,217,16,2937.81,4,1,1,2937.81,"High Risk",0.9194,171,1
15236,298,1,321.05,4,4,4,321.05,"High Risk",0.0000,0,1
15237,1,4,1412.32,1,3,2,1412.32,Active,2.3061,226,1
15238,29,5,1056.54,2,2,3,1056.54,Active,3.0392,155,1
15239,10,3,764.34,1,3,3,764.34,Active,1.3333,68,1
15240,44,20,4315.00,2,1,1,4315.00,"Low Risk",2.8279,690,1
15241,66,12,3032.31,3,1,1,3032.31,"Low Risk",3.1957,588,1
15242,422,1,302.04,5,5,4,302.04,"High Risk",0.0000,0,1
15243,74,2,927.28,3,4,3,927.28,"Low Risk",6.0167,361,1
15244,65,4,850.18,3,3,3,850.18,"Low Risk",12.2653,601,1
15245,134,8,4610.84,3,2,1,4610.84,"Medium Risk",3.1361,461,1
15246,238,3,780.40,4,4,3,780.40,"High Risk",6.3400,317,1
15247,122,4,967.11,3,3,3,967.11,"Medium Risk",24.4118,415,1
15248,411,4,1865.03,4,3,2,1865.03,"High Risk",1.1182,123,1
15249,31,21,9147.15,2,1,1,9147.15,"Low Risk",1.1540,592,1
15250,640,1,60.00,5,5,5,60.00,"High Risk",0.0000,0,1
15251,9,31,20095.60,1,1,1,20095.60,Active,2.7347,670,1
15252,36,7,2053.06,2,2,2,2053.06,"Low Risk",4.7917,575,1
15253,16,12,2033.29,1,1,2,2033.29,Active,4.7500,570,1
15254,127,4,1073.40,3,3,3,1073.40,"Medium Risk",9.1194,611,1
15255,66,11,3670.77,3,1,1,3670.77,"Low Risk",3.4896,670,1
15256,148,2,170.40,3,4,5,170.40,"Medium Risk",45.8889,413,1
15257,281,3,600.90,4,3,3,600.90,"High Risk",11.0833,133,1
15258,168,2,623.16,3,4,3,623.16,"Medium Risk",1.4848,49,1
15259,512,4,1182.38,5,3,3,1182.38,"High Risk",3.0357,170,1
15260,100,30,9098.38,3,1,1,9098.38,"Medium Risk",1.5707,633,1
15261,135,4,1508.00,3,3,2,1508.00,"Medium Risk",3.2857,299,1
15262,323,3,418.82,4,3,4,418.82,"High Risk",6.6000,165,1
15263,106,1,156.51,3,5,5,156.51,"Medium Risk",0.0000,0,1
15264,64,3,844.20,3,3,3,844.20,"Low Risk",8.3214,466,1
15265,151,4,3345.64,3,3,1,3345.64,"Medium Risk",3.0573,587,1
15266,338,6,841.70,4,2,3,841.70,"High Risk",8.0667,363,1
15267,22,5,1717.36,2,2,2,1717.36,Active,16.0000,160,1
15268,478,4,941.25,5,3,3,941.25,"High Risk",4.8846,127,1
15269,23,3,1225.36,2,3,2,1225.36,Active,10.7941,367,1
15270,15,31,7193.99,1,1,1,7193.99,Active,3.6071,707,1
15271,7,26,4639.29,1,1,1,4639.29,Active,0.7719,484,1
15272,57,6,2085.48,2,2,2,2085.48,"Low Risk",1.9804,606,1
15273,599,1,228.96,5,5,5,228.96,"High Risk",NULL,0,1
15274,4,2,716.57,1,4,3,716.57,Active,0.3043,14,1
15275,31,2,609.19,2,4,3,609.19,"Low Risk",0.1463,6,1
15276,66,5,631.03,3,3,3,631.03,"Low Risk",1.9067,368,1
15277,46,2,476.34,2,4,4,476.34,"Low Risk",15.1600,379,1
15278,561,4,496.16,5,3,4,496.16,"High Risk",3.7143,104,1
15279,354,7,1541.74,4,2,2,1541.74,"High Risk",3.2755,321,1
15280,172,3,406.22,3,3,4,406.22,"Medium Risk",6.6500,399,1
15281,58,22,8317.62,3,1,1,8317.62,"Low Risk",0.6796,369,1
15282,570,1,348.59,5,5,4,348.59,"High Risk",0.0000,0,1
15283,390,4,135.43,4,3,5,135.43,"High Risk",14.2222,128,1
15284,500,1,24.75,5,5,5,24.75,"High Risk",NULL,0,1
15285,407,1,94.92,4,5,5,94.92,"High Risk",0.0000,0,1
15286,49,1,240.55,2,5,5,240.55,"Low Risk",0.0000,0,1
15287,22,6,854.58,2,2,3,854.58,Active,19.8611,715,1
15288,43,10,3883.13,2,1,1,3883.13,"Low Risk",3.4556,622,1
15289,29,7,1570.71,2,2,2,1570.71,Active,6.0408,592,1
15290,4,30,10355.58,1,1,1,10355.58,Active,2.1633,649,1
15291,25,53,13451.24,2,1,1,13451.24,Active,2.6729,711,1
15292,201,1,180.94,4,5,5,180.94,"High Risk",0.0000,0,1
15293,665,1,247.50,5,5,5,247.50,"High Risk",0.0000,0,1
15294,400,2,222.30,4,4,5,222.30,"High Risk",0.6250,10,1
15295,654,1,217.24,5,5,5,217.24,"High Risk",0.0000,0,1
15296,44,20,10223.93,2,1,1,10223.93,"Low Risk",1.1777,643,1
15297,10,4,635.04,1,3,3,635.04,Active,1.3250,53,1
15298,2,29,8356.03,1,1,1,8356.03,Active,1.6128,729,1
15299,67,15,7243.62,3,1,1,7243.62,"Low Risk",35.3158,671,1
15300,64,1,496.44,3,5,4,496.44,"Low Risk",0.0000,0,1
15301,50,19,7561.21,2,1,1,7561.21,"Low Risk",1.0444,400,1
15302,722,2,291.05,5,4,4,291.05,"High Risk",0.5333,8,1
15303,290,4,1178.78,4,3,3,1178.78,"High Risk",5.6143,393,1
15304,60,11,905.45,3,1,3,905.45,"Low Risk",11.6452,361,1
15305,555,1,93.60,5,5,5,93.60,"High Risk",0.0000,0,1
15306,64,10,3480.98,3,2,1,3480.98,"Low Risk",3.6728,595,1
15307,95,1,205.30,3,5,5,205.30,"Medium Risk",0.0000,0,1
15308,270,2,302.27,4,4,4,302.27,"High Risk",0.2000,4,1
15309,610,10,715.53,5,2,3,715.53,"High Risk",2.0833,125,1
15310,478,1,1634.64,5,5,2,1634.64,"High Risk",0.0000,0,1
15311,0,270,113513.07,1,1,1,113513.07,Active,0.1565,738,1
15312,75,14,2916.49,3,1,1,2916.49,"Low Risk",3.9512,648,1
15313,110,1,52.00,3,5,5,52.00,"Medium Risk",NULL,0,1
15314,199,4,800.65,4,3,3,800.65,"High Risk",4.5800,229,1
15315,64,3,551.54,3,3,4,551.54,"Low Risk",1.4054,52,1
15316,326,1,165.00,4,4,5,165.00,"High Risk",NULL,0,1
15317,677,2,112.05,5,4,5,112.05,"High Risk",10.8000,54,1
15318,3,1,312.62,1,5,4,312.62,Active,0.0000,0,1
15319,283,1,204.50,4,4,5,204.50,"High Risk",0.0000,0,1
15320,44,1,267.13,2,5,4,267.13,"Low Risk",0.0000,0,1
15321,49,18,6560.65,2,1,1,6560.65,"Low Risk",2.0518,673,1
15322,64,3,1314.15,3,3,2,1314.15,"Low Risk",4.6292,412,1
15323,533,4,320.90,5,3,4,320.90,"High Risk",3.5556,128,1
15324,701,1,140.22,5,5,5,140.22,"High Risk",0.0000,0,1
15325,103,9,1596.81,3,2,2,1596.81,"Medium Risk",2.4800,558,1
15326,333,10,1529.82,4,2,2,1529.82,"High Risk",2.7931,405,1
15327,52,1,208.75,2,5,5,208.75,"Low Risk",0.0000,0,1
15328,407,1,107.24,4,5,5,107.24,"High Risk",0.0000,0,1
15329,35,20,2742.98,2,1,2,2742.98,"Low Risk",3.8983,690,1
15330,32,2,714.96,2,4,3,714.96,"Low Risk",2.3333,28,1
15331,499,4,755.41,5,3,3,755.41,"High Risk",2.4444,110,1
15332,366,6,6553.74,4,2,1,6553.74,"High Risk",0.7819,147,1
15333,208,1,1028.56,4,5,3,1028.56,"High Risk",0.0000,0,1
15334,156,3,351.67,3,3,4,351.67,"Medium Risk",0.1735,17,1
15335,53,1,173.97,2,5,5,173.97,"Low Risk",0.0000,0,1
15336,401,1,240.50,4,5,5,240.50,"High Risk",0.0000,0,1
15337,402,2,344.72,4,4,4,344.72,"High Risk",0.3913,9,1
15338,677,1,283.43,5,5,4,283.43,"High Risk",0.0000,0,1
15339,66,11,1634.09,3,1,2,1634.09,"Low Risk",2.6104,603,1
15340,561,1,105.50,5,5,5,105.50,"High Risk",0.0000,0,1
15341,80,3,2401.02,3,3,2,2401.02,"Low Risk",20.0000,480,1
15342,116,2,391.76,3,4,4,391.76,"Medium Risk",0.5200,13,1
15343,87,1,364.50,3,5,4,364.50,"Low Risk",0.0000,0,1
15344,0,5,476.58,1,2,4,476.58,Active,2.3871,74,1
15345,35,2,367.69,2,4,4,367.69,"Low Risk",0.4545,10,1
15346,332,4,591.65,4,3,3,591.65,"High Risk",2.6757,99,1
15347,366,6,1333.90,4,2,2,1333.90,"High Risk",1.6905,71,1
15348,72,1,158.04,3,5,5,158.04,"Low Risk",0.0000,0,1
15349,158,2,473.81,3,4,4,473.81,"Medium Risk",0.4085,29,1
15350,373,2,663.25,4,4,3,663.25,"High Risk",0.2941,10,1
15351,12,15,3615.18,1,1,1,3615.18,Active,1.0909,420,1
15352,548,1,114.95,5,5,5,114.95,"High Risk",0.0000,0,1
15353,254,8,3154.05,4,2,1,3154.05,"High Risk",1.2481,483,1
15354,598,7,-94.80,5,2,5,-94.80,"High Risk",0.8333,5,1
15355,29,2,277.05,2,4,4,277.05,Active,1.8462,24,1
15356,31,13,3464.95,2,1,1,3464.95,"Low Risk",0.5186,391,1
15357,682,1,-36.75,5,5,5,-36.75,"High Risk",NULL,0,1
15358,4,55,16837.35,1,1,1,16837.35,Active,0.6325,728,1
15359,554,9,162.60,5,2,5,162.60,"High Risk",8.6875,139,1
15360,39,1,427.93,2,5,4,427.93,"Low Risk",0.0000,0,1
15361,361,4,689.07,4,3,3,689.07,"High Risk",20.2222,182,1
15362,448,2,613.08,5,4,3,613.08,"High Risk",7.4359,290,1
15363,241,3,996.16,4,3,3,996.16,"High Risk",4.9216,251,1
15364,95,2,913.19,3,4,3,913.19,"Medium Risk",5.6786,159,1
15365,25,15,3573.26,2,1,1,3573.26,Active,2.5512,648,1
15366,75,7,2389.08,3,2,2,2389.08,"Low Risk",4.2044,576,1
15367,57,13,5005.73,2,1,1,5005.73,"Low Risk",2.4000,672,1
15368,21,2,722.74,2,4,3,722.74,Active,53.2857,373,1
15369,144,13,1713.39,3,1,2,1713.39,"Medium Risk",5.6990,587,1
15370,40,9,3713.51,2,2,1,3713.51,"Low Risk",2.5694,370,1
15371,662,1,59.40,5,5,5,59.40,"High Risk",NULL,0,1
15372,137,10,5954.42,3,2,1,5954.42,"Medium Risk",8.9153,526,1
15373,8,18,3218.59,1,1,1,3218.59,Active,2.8195,578,1
15374,128,2,307.32,3,4,4,307.32,"Medium Risk",55.1111,496,1
15375,690,1,60.96,5,5,5,60.96,"High Risk",0.0000,0,1
15376,40,3,1233.36,2,3,2,1233.36,"Low Risk",1.5690,182,1
15377,382,5,1179.95,4,2,3,1179.95,"High Risk",1.5714,33,1
15378,462,2,246.50,5,4,5,246.50,"High Risk",3.5455,39,1
15379,169,9,4806.44,3,2,1,4806.44,"Medium Risk",0.8750,231,1
15380,8,13,3422.20,1,1,1,3422.20,Active,13.2727,730,1
15381,213,6,1887.62,4,2,2,1887.62,"High Risk",15.4167,370,1
15382,14,20,13646.50,1,1,1,13646.50,Active,1.1248,721,1
